,Name,Date,Date (DSW),Date (PWP),Date (KEH),Status,Location,Lat,Lon,Style,Building Type,Client,Client Type, Notes,Sources,Generated Lat,Generated Lon
108,Richard Wallace Residence,1941.0,,None,1905-04-24 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,,Residential/Single Family,Richard Wallace,Private/Individual,,,34.0827278,-118.4479802
109,Everett Crosby Residence,1942.0,,1905-04-25 00:00:00,1905-04-24 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,Georgian Manor,Residential/Single Family,Everett Crosby,Private/Individual,"7 bedrooms, 12 bathrooms, 4.5 acre estate",,34.0827278,-118.4479802
110,Tyrone Power Residence,1947.0,,1905-04-30 00:00:00,None,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,,Residential/Single Family,Tyrone Power,Private/Individual,Purchased Grace Moore Residence,,34.0827278,-118.4479802
111,Tyrone Power Residence (2),1947.0,,None,1905-04-30 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,,Residential/Single Family,Tyrone Power,Private/Individual,,,34.0827278,-118.4479802
112,I. Eaker Residence,1949.0,,None,1905-05-02 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,,Residential/Single Family,I. Eaker,Private/Individual,,,34.0827278,-118.4479802
113,H.H. Klein Residence,1950.0,,None,1905-05-03 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,,Residential/Single Family,H. H. Klein,Private/Individual,,,34.0827278,-118.4479802
114,David W. Williams Residence,1954.0,,None,1905-05-07 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,,Residential/Single Family,David W. Williams,Private/Individual,,,34.0827278,-118.4479802
115,George Page Residence,1955.0,,None,1905-05-08 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,,Residential/Single Family,,Private/Individual,,,34.0827278,-118.4479802
116,R. R. Wilson Residence,1959.0,,None,1905-05-12 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,,Residential/Single Family,R. R. Wilson,Private/Corporate,,,34.0827278,-118.4479802
117,Henry Salvatori Residence (2),1961.0,,None,1905-05-14 00:00:00,,"Bel Air, Los Angeles, CA, USA",34.1002455,-118.459463,Colonial,Residential/Single Family,Henry Salvatori,Private/Individual,,,34.0827278,-118.4479802
118,Del Valle Craw Residence,1924.0,,1905-04-07 00:00:00,1905-04-07 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,Spanish Colonial Revival,Residential/Multi-Unit,Del Valle Craw?,Private/Individual,"two-story, 14-room, two-family duplex",,34.0696501,-118.3963062
119,Packard Automobile Showroom,1927.0,,None,1905-04-10 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Commercial,Packard Automobile,Private/Corporate,,,34.0696501,-118.3963062
120,George Seward Residence,1928.0,,None,1905-04-11 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,George Seward,Private/Individual,,,34.0696501,-118.3963062
121,R. E. Overell,1929.0,,None,1905-04-12 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,R. E. Overell,Private/Individual,,,34.0696501,-118.3963062
122,Donald G. Neuman Residence,1930.0,,None,1905-04-13 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Donald G. Neuman,Private/Individual,,,34.0696501,-118.3963062
123,Corinne Griffith Market,1931.0,,None,1905-04-14 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Retail/Shopping,Corinne Griffith,Private/Corporate,,,34.0696501,-118.3963062
124,Scott Residence,1932.0,,None,1905-04-15 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Scott Family,Private/Individual,1938: Altered for McMartin,,34.0696501,-118.3963062
125,Leon Schlesinger Residence,1934.0,,None,1905-04-17 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Leon Schlesinger,Private/Individual,,,34.0696501,-118.3963062
126,William Paley Residence,1934.0,,None,1905-04-17 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,William Paley,Private/Individual,,,34.0696501,-118.3963062
127,Harry Joe Brown Residence,1935.0,,None,1905-04-18 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Harry Joe Brown,Private/Individual,,,34.0696501,-118.3963062
128,Julian Sieroty Residence (alterations/additions),1935.0,,None,1905-04-18 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Julian Sieroty,Private/Individual,,,34.0696501,-118.3963062
129,M. J. Stern Residence,1935.0,,None,1905-04-18 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,M. J. Stern,Private/Individual,,,34.0696501,-118.3963062
130,F. W. Mattiessen Residence,1936.0,,None,1905-04-19 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,F. W. Mattiessen,Private/Individual,,,34.0696501,-118.3963062
131,Felix Chappellet Residence,1936.0,,None,1905-04-19 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Felix Chappellet,Private/Individual,,,34.0696501,-118.3963062
132,George Castera Residence,1936.0,,1905-04-19 00:00:00,1905-04-18 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,French Provincial,Residential/Single Family,George Castera,Private/Individual,Castera/Ward Residence - PWP,,34.0696501,-118.3963062
133,Hamlin Nerney Residence,1936.0,,None,1905-04-19 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Hamlin Nerney,Private/Individual,,,34.0696501,-118.3963062
134,J. H. Merriwether Residence,1936.0,,None,1905-04-19 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,J. H. Merriweather,Private/Individual,,,34.0696501,-118.3963062
135,O. B. Howd Residence,1936.0,,None,1905-04-19 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,O. B. Howd,Private/Individual,,,34.0696501,-118.3963062
136,G. L. Fernbacher Residence,1937.0,,None,1905-04-20 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,G. L. Fernbacher,Private/Individual,,,34.0696501,-118.3963062
137,J. F. Wadkins Residence,1937.0,,None,1905-04-20 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,J. F. Wadkins,Private/Individual,,,34.0696501,-118.3963062
138,L. L. Garlow Residence,1937.0,,None,1905-04-20 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,L. L. Garlow,Private/Individual,,,34.0696501,-118.3963062
139,Corinne Griffith Residence (2),1938.0,,None,1905-04-21 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Corinne Griffith,Private/Individual,,,34.0696501,-118.3963062
140,Robert J. Fulton Residence,1938.0,1938,1905-04-19 00:00:00,1905-04-21 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,Regency,Residential/Single Family,Robert J. Fulton,Private/Individual,,,34.0696501,-118.3963062
141,Bert Lahr Residence,1941.0,,1905-04-24 00:00:00,1905-04-24 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,Colonial Revival,Residential/Single Family,Bert Lahr,Private/Individual,"6,000 square-foot",,34.0696501,-118.3963062
142,David Mdivani Residence,1941.0,,None,1905-04-24 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,David Mdivani,Private/Individual,,,34.0696501,-118.3963062
143,Thomas Meighan Residence,1941.0,,None,1905-04-24 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Thomas Meighan,Private/Individual,,,34.0696501,-118.3963062
144,Leslie Kelly Residence,1943.0,,None,1905-04-26 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Leslie Kelly,Private/Individual,,,34.0696501,-118.3963062
145,Robert Lerner Residence,1945.0,,None,1940s,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Robert/Jacob Lerner,Private/Individual,,,34.0696501,-118.3963062
146,Von Dehn/Simms Residence,1945.0,,1940s,None,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,Ranch,Residential/Single Family,Hyatt Robert Von Dehn,Private/Individual,,,34.0696501,-118.3963062
147,Workman Residence,1945.0,,1940s,None,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,Classic Revival ,Residential/Single Family,Sam Workman,Private/Individual,,,34.0696501,-118.3963062
148,David Chudnow Residence,1946.0,,None,1905-04-29 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,David Chudnow,Private/Individual,,,34.0696501,-118.3963062
149,L. J. Witkower Residence,1946.0,,None,1905-04-29 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,L. J. Witkower,Private/Individual,,,34.0696501,-118.3963062
150,N. E. Wallach Residence,1946.0,,None,1905-04-29 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,N. E. Wallach,Private/Individual,,,34.0696501,-118.3963062
151,Beverly Hills Hotel Addition,1947.0,1947,1905-04-24 00:00:00,1947-51,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Hotels/Hospitality,Hernando Courtright,Private/Corporate,(Hired in 1941 (PWP)) -  did many additional projects at the hotel throughout the 1940s Elegance on a budget. Could turn out things fast. As soon as WWII ended they needed the hotel quick.,,34.0696501,-118.3963062
152,Charles Cord Residence,1947.0,,None,1905-04-30 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Charles Cord,Private/Individual,,,34.0696501,-118.3963062
153,George Seward Residence (2),1947.0,,None,1905-04-30 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,George Seward,Private/Individual,,,34.0696501,-118.3963062
154,Laura Gibbons Residence,1947.0,,None,1905-04-30 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Laura Gibbons,Private/Individual,,,34.0696501,-118.3963062
155,Paul Henning Residence,1947.0,,None,1905-04-30 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Paul Henning,Private/Individual,,,34.0696501,-118.3963062
156,R. J. Schroeder Residence,1947.0,,None,1905-04-30 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,R. J. Schroeder,Private/Individual,,,34.0696501,-118.3963062
157,Tropics Restaurant,1947.0,,None,1905-04-30 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Food Service/Restaurant,,Private/Corporate,,,34.0696501,-118.3963062
158,Jacob Lerner Residence,1948.0,,None,1905-05-01 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Jacob Lerner,Private/Individual,,,34.0696501,-118.3963062
159,Louis Benson Residence,1948.0,,None,1905-05-01 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Louis Benson,Private/Individual,,,34.0696501,-118.3963062
160,M. Shuwarger Residence (2),1948.0,,None,1905-05-01 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,M. Shuwarger,Private/Individual,,,34.0696501,-118.3963062
161,Robert Groman Residence,1948.0,,None,1905-05-01 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Robert Groman,Private/Individual,,,34.0696501,-118.3963062
162,Shirley Parker Residence,1948.0,,None,1905-05-01 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Shirley Parker,Private/Individual,,,34.0696501,-118.3963062
163,Rosenfield Residence,1949.0,,None,1905-05-02 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Rosenfield,Private/Individual,,,34.0696501,-118.3963062
164,W. W. Clary Residence,1949.0,,None,1905-05-02 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,W. W. Clary,Private/Individual,,,34.0696501,-118.3963062
165,C. L. Peck Residence,1951.0,,None,1905-05-04 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,C. L. Peck,Private/Individual,,,34.0696501,-118.3963062
166,Danny Thomas Residence (alterations/additions),1951.0,,None,1905-05-04 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Danny Thomas ,Private/Individual,,,34.0696501,-118.3963062
167,Farmers & Merchants National Bank,1953.0,,None,1905-05-06 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Banks/Financial,,Private/Corporate,,,34.0696501,-118.3963062
168,Harold Whittle Residence,1954.0,,None,1905-05-07 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Harold Whittle,Private/Individual,,,34.0696501,-118.3963062
169,Louis Kelton Residence,1954.0,,None,1905-05-07 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Louis Kelton,Private/Individual,,,34.0696501,-118.3963062
170,Ada McEntree Residence,1955.0,,None,1905-05-08 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,,Private/Individual,,,34.0696501,-118.3963062
171,Ralph Reiner Residence,1956.0,,None,1905-05-09 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Ralph Reiner,Private/Individual,,,34.0696501,-118.3963062
172,Beverly Wilshire Hotel,1957.0,,1946-1957,1905-04-29 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Hotels/Hospitality,,Private/Corporate,Renovations to earlier model,,34.0696501,-118.3963062
173,George Elkins Building,1957.0,,None,1905-05-10 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Commercial,George Elkins,Private/Corporate,,,34.0696501,-118.3963062
174,Robert Gildred Residence,1957.0,,None,1905-05-10 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Robert Gildred,Private/Individual,,,34.0696501,-118.3963062
175,Richard Ronald Residence,1958.0,,None,1905-05-11 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Richard Ronald,Private/Individual,,,34.0696501,-118.3963062
176,Kenneth Leventhal Residence (alterations/additons),1962.0,,None,1905-05-15 00:00:00,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Kenneth Leventhal  ,Private/Individual,,,34.0696501,-118.3963062
177,B. Richard Jackson Residence,1971.0,,None,1970s,,"Beverly Hills, CA, USA",34.0736204,-118.4003563,,Residential/Single Family,Richard Jackson,Private/Individual,"http://www.yourwestsidehomes.com/paul-revere-williams-architect-stars/           1070 Woodland, Beverly Hills, CA",,34.0696501,-118.3963062
178,Hotel Granada,1946.0,1946,Before 1948,1905-04-29 00:00:00,,"Bogota, Columbia",4.7109886,-74.072092,South American Modern,Hotels/Hospitality,,Private/Corporate,1951 Demolished,,4.6533326,-74.083652
179,Don Luis Toro Vilegas Residence,1948.0,1948,None,1905-05-01 00:00:00,,"Bogota, Columbia",4.7109886,-74.072092,,Residential/Single Family,Don Luis Toro Vilegas,Private/Individual,,,4.6533326,-74.083652
180,Ribon Apts,1948.0,1948,None,1905-05-02 00:00:00,,"Bogota, Columbia",4.7109886,-74.072092,,Residential/Multi-Unit,,Private/Corporate,"(KEH: ""Miguel de German Ribon Apartment Building""",,4.6533326,-74.083652
181,C. J. Roese Residence,1927.0,,None,1905-04-10 00:00:00,,"Brentwood Park, CA, USA",38.044923,-120.2468561,,Residential/Single Family,C. J. Roese,Private/Individual,,,34.0550089,-118.4881363
182,Paul Erickson Residence,1933.0,,None,1905-04-16 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Paul Erickson,Private/Individual,,,37.9317766,-121.6960266
183,Oliver L. Dolton Residence,1934.0,,None,1905-04-17 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Oliver L. Dolton,Private/Individual,,,37.9317766,-121.6960266
184,"""Rock House"", Otto Preminger Residence",1935.0,c1940,None,1930s,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Otto Preminger,Private/Individual,340 S WESTGATE AVE,,37.9317766,-121.6960266
185,Rothacker Residence,1936.0,,None,1905-04-19 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Rothacker Family,Private/Individual,,,37.9317766,-121.6960266
186,ZaSu Pitts Residence,1936.0,1936,1905-04-19 00:00:00,1905-04-19 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,Georgian ,Residential/Single Family,ZaSu Pitts,Private/Individual,,,37.9317766,-121.6960266
187,Frederick Ray Residence,1939.0,,None,1905-04-22 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Frederick Ray,Private/Individual,,,37.9317766,-121.6960266
188,Bellande Residence,1940.0,,None,1905-04-23 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Bellande Family,Private/Individual,,,37.9317766,-121.6960266
189,Mrs. Willis Hunt Residence,1940.0,,None,1905-04-23 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Mrs. Willis Hunt,Private/Individual,,,37.9317766,-121.6960266
190,E. Y. Yarburg Residence,1941.0,,None,1905-04-24 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,E. Y. Yarburg,Private/Individual,,,37.9317766,-121.6960266
191,Earl J. Bernheimer Residence,1941.0,,None,1905-04-24 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Earl J. Bernheimer,Private/Individual,,,37.9317766,-121.6960266
192,Getty Residence,1941.0,,None,1905-04-24 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Getty,Private/Individual,,,37.9317766,-121.6960266
193,E. H. Lewis Residence,1945.0,,None,1905-04-28 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,E. H. Lewis,Private/Individual,,,37.9317766,-121.6960266
194,H. Raymond Residence,1945.0,,None,1905-04-28 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,H. Raymond,Private/Individual,,,37.9317766,-121.6960266
195,J. S. Shepherd Residence,1945.0,,None,1905-04-28 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,J. S. Shepherd,Private/Individual,,,37.9317766,-121.6960266
196,Jennifer Jones Residence,1946.0,,1905-04-29 00:00:00,1905-04-29 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Jennifer Jones,Private/Individual,Renovation ,,37.9317766,-121.6960266
197,Gaston Bollaert Residence,1949.0,,None,1905-05-02 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Gaston Bollaert,Private/Individual,,,37.9317766,-121.6960266
198,Benjamin Borchardt Residence,1950.0,,None,1905-05-03 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,Benjamin Borchardt,Private/Individual,,,37.9317766,-121.6960266
199,V. D. Case Residence,1950.0,,None,1905-05-03 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Residential/Single Family,V. D. Case,Private/Individual,,,37.9317766,-121.6960266
200,Brentwood Country Club (alterations/additions),1966.0,,None,1905-05-19 00:00:00,,"Brentwood, CA, USA",37.931868,-121.6957863,,Recreational,,Private/Corporate,,,37.9317766,-121.6960266
201,Nutibara Hotel,1955.0,1955,1905-04-28 00:00:00,1905-05-01 00:00:00,,"Calle 52 A. No. 50 Medellin, Antioquia, Colombia",6.2422832,-75.5485306,South American Modern,Hotels/Hospitality,,Private/Corporate,(KEH: 1956: Alterations/Additions),,6.2422832,-75.5485306
202,Oldsmobile Pontiac,1968.0,,None,1905-05-21 00:00:00,,"Canoga Park, CA, USA",34.208254,-118.6058609,,Retail/Shopping,,Private/Corporate,,,34.2011078,-118.5978087
203,Weaver Witwer Residence,1931.0,,None,1905-04-14 00:00:00,,"Cedar Rapids, Iowa, USA",41.9778795,-91.6656232,,Residential/Single Family,Weaver Witwer,Private/Individual,1936: Cabana and pool addition,,41.9758872,-91.6704053
204,Castaic Country Club,1924.0,,None,1905-04-07 00:00:00,unkown,"Charlie Canyon Rd, CA, USA",34.4890363,-118.6256552,,Recreational,,Private/Corporate,African American country club,California Eagle May 16 1924: 12,34.487705,-118.602808
205,T. R. Craig Residence,1939.0,1939,None,1905-04-22 00:00:00,,"Chatsworth, CA, USA",34.2506356,-118.61481,California Rancho,Residential/Single Family,T. R. Craig,Private/Individual,"""Craig/Harris Residence"" - PWP",,34.2595715,-118.6023247
206,Ritts Residence,1949.0,,1905-05-03 00:00:00,1905-05-02 00:00:00,,"Chautauqua, New York, USA",42.209774,-79.4668445,California Modernism,Residential/Single Family,Leonard Chase Ritts,Private/Individual,,,42.209633,-79.4663814
207,Jack Dawn Residence,1938.0,,None,1905-04-21 00:00:00,,"Cheviot Hills, CA, USA",34.0403397,-118.4042014,,Residential/Single Family,Jack Dawn,Private/Individual,,,34.0405878,-118.4098875
208,Mauricio Botero Residence,1941.0,,None,1905-04-24 00:00:00,,"Colombia, CA, USA",38.0363119,-120.4013061,,Residential/Single Family,Mauricio Botero,Private/Individual,,,33.8541391,-118.032617
209,Charles See Residence,1945.0,,None,1905-04-28 00:00:00,,"Corona del Mar, CA, USA",33.5978595,-117.8730142,,Residential/Single Family,Charles See,Private/Individual,,,33.5995916,-117.8737398
210,Charles Weinberg Residence (3),1950.0,,None,1905-05-03 00:00:00,,"Costa Mesa, CA, USA",33.6411316,-117.9186689,,Residential/Single Family,Charles Weinberg,Private/Individual,,,33.6633386,-117.903317
211,Roy Carver Pontiac,1965.0,,None,1905-05-18 00:00:00,,"Costa Mesa, CA, USA",33.6411316,-117.9186689,,Retail/Shopping,,Private/Corporate,,,33.6633386,-117.903317
212,Angelus Funeral Home ,1961.0,,None,1905-05-19 00:00:00,,"Crenshaw Blvd., Los Angeles, CA, CA, USA",34.0146064,-118.3347096,,Commercial,,Private/Corporate,,,33.9951731,-118.3306774
213,Competition Motors (Volkswagon dealership),1961.0,,1905-05-14 00:00:00,1905-05-14 00:00:00,,"Culver City, CA, USA",34.0211224,-118.3964665,Futuristic,Retail/Shopping,,Private/Corporate,,,34.0211224,-118.396466
214,Decotah Elementary School,1926.0,1925,1905-04-09 00:00:00,1905-04-09 00:00:00,,"Decotah & Glenn Sts. Los Angeles CA, USA",34.0221545,-118.2115109,,Educational,,Public,"2-story brick, designed 1925, opens 1926",,34.0221545,-118.2115109
215,Neusteter Store,1951.0,,None,1905-05-04 00:00:00,,"Denver, Colorado, CA, USA",39.7502065,-104.9856775,,Retail/Shopping,,Private/Corporate,,,39.7392364,-104.9848623
216,Jack Vickers Residence,1957.0,,None,1905-05-10 00:00:00,,"Denver, Colorado, USA",39.7392358,-104.990251,,Residential/Single Family,Jack Vickers,Private/Individual,,,39.7392364,-104.9848623
217,Bogota Country Club,1945.0,1945,None,1905-04-28 00:00:00,,"Diag. 129 Bogota, Columbia",4.6933496,-74.1612754,,Recreational,,Private/Corporate,,,4.7327752,-74.1088718
218,El Mirador Hotel & Cottages (alterations/additions),1928.0,,None,1905-05-05 00:00:00,,"E Tahquitz Canyon Way Palm Springs, CA, USA",33.8302961,-116.5452921,,Hotels/Hospitality,,Private/Corporate,,,33.8231641,-116.5394819
219,Bank of America (3),1959.0,,None,1905-05-12 00:00:00,,"El Monte, CA, USA",34.0686206,-118.0275667,,Banks/Financial,,Private/Corporate,,,34.0751571,-118.036849
220,A. Milton Feinberg Residence,1953.0,,None,1905-05-06 00:00:00,,"El Paso, Texas, USA",31.7775757,-106.4424559,,Residential/Single Family,,Private/Individual,,,31.7754152,-106.464634
221,T. W. Hansen Residence,1953.0,,None,1905-05-06 00:00:00,,"El Paso, Texas, USA",31.7775757,-106.4424559,,Residential/Single Family,,Private/Individual,,,31.7754152,-106.464634
222,H. Claude Hudson Summer Cottage,1947.0,,None,1905-04-30 00:00:00,,"Elsinore, CA, USA",44.6936532,-73.6668068,,Residential/Single Family,H. Claude Hudson,Private/Individual,,,33.6680772,-117.3272615
223,Nacio Herb Brown Residence,1935.0,,None,1905-04-18 00:00:00,,"Encino, CA, USA",34.1517492,-118.5214282,,Residential/Single Family,Nacio Herb Brown,Private/Individual,,,34.1591324,-118.5016166
224,Julie P. London Residence,1958.0,1958,None,1905-05-11 00:00:00,,"Encino, CA, USA",34.1517492,-118.5214282,,Residential/Single Family,Julie P. London,Private/Individual,,,34.1591324,-118.5016166
225,La Playa Hotel,1949.0,,None,1905-05-02 00:00:00,,"Ensenada, Mexico",31.8667427,-116.5963713,,Hotels/Hospitality,,Private/Corporate,,,31.8658887,-116.6029835
226,Circle L Ranch,1940.0,,None,1905-04-23 00:00:00,,"Fish Lake, Nevada, USA",37.7399601,-118.0522732,,Residential/Single Family,,Private/Individual,,,37.8722441,-117.9482363
227,E. F. Walker Residence,1924.0,,None,1905-04-07 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,E. F. Walker,Private/Individual,,,33.6338181,-117.8111016
228,Rubendall Residence,1925.0,,None,1920s,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,Rubendall Family,Private/Individual,not sure about ,,33.6338181,-117.8111016
229,Motley H. Flint Residence,1926.0,,None,1905-04-09 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,Motley H. Flint,Private/Individual,,,33.6338181,-117.8111016
230,Charles R. Francis Residence,1927.0,,None,1905-04-10 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,Charles R. Francis,Private/Individual,,,33.6338181,-117.8111016
231,E. L. Martin Residence,1927.0,,None,1905-04-10 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,E. L. Martin,Private/Individual,,,33.6338181,-117.8111016
232,Ida Phillips Residence,1927.0,,None,1905-04-10 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,Ida Phillips,Private/Individual,,,33.6338181,-117.8111016
233,James Degnan Residence,1927.0,,None,1905-04-10 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,James Degnan,Private/Individual,,,33.6338181,-117.8111016
234,John Bishop Green Residence,1927.0,,1905-04-10 00:00:00,1905-04-10 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,Tudor Revival,Residential/Single Family,John Bishop Green,Private/Individual,"Large weekend home, with ""modern"" conveniences, built so many homes in Flintridge, made sure not to copy",,33.6338181,-117.8111016
235,Otto Thum Residence,1934.0,,None,1905-04-17 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,Otto Thum,Private/Individual,,,33.6338181,-117.8111016
236,E. S. Hall Residence,1936.0,,None,1905-04-19 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,E. S. Hall,Private/Individual,,,33.6338181,-117.8111016
